index,ride_departure,capacity,tickets_9_eur,tickets_12_eur,tickets_15_eur,tickets_19_eur,direction
66,2015-01-06 15:15:00,82.0,46.0,0.0,,0.0,B->A
67,2015-01-06 16:15:00,82.0,55.0,0.0,0.0,0.0,A->B
68,2015-01-06 17:15:00,82.0,62.0,0.0,0.0,0.0,B->A
69,2015-01-06 18:45:00,82.0,50.0,0.0,0.0,0.0,A->B
70,2015-01-06 19:45:00,82.0,51.0,0.0,0.0,0.0,B->A
71,2015-01-06 20:45:00,82.0,40.0,0.0,0.0,0.0,A->B
72,2015-01-07 07:15:00,82.0,35.0,0.0,0.0,0.0,B->A
73,2015-01-07 08:15:00,82.0,31.0,0.0,0.0,0.0,A->B
74,2015-01-07 09:15:00,82.0,48.0,0.0,0.0,0.0,B->A
75,2015-01-07 10:45:00,82.0,24.0,0.0,,0.0,A->B
76,2015-01-07 11:45:00,82.0,18.0,0.0,0.0,0.0,B->A
77,2015-01-07 12:45:00,82.0,19.0,0.0,,0.0,A->B
78,2015-01-07 14:15:00,82.0,23.0,0.0,0.0,,B->A
79,2015-01-07 15:15:00,82.0,22.0,0.0,0.0,,A->B
80,2015-01-07 16:15:00,82.0,34.0,0.0,0.0,0.0,B->A
81,2015-01-07 17:45:00,82.0,43.0,0.0,0.0,0.0,A->B
82,2015-01-07 18:45:00,82.0,37.0,0.0,0.0,0.0,B->A
83,2015-01-07 19:45:00,82.0,20.0,0.0,0.0,0.0,A->B
84,2015-01-08 07:15:00,82.0,32.0,0.0,0.0,0.0,B->A
85,2015-01-08 08:15:00,82.0,15.0,0.0,0.0,0.0,A->B
86,2015-01-08 09:15:00,82.0,21.0,0.0,0.0,0.0,B->A
87,2015-01-08 10:45:00,82.0,11.0,0.0,0.0,0.0,A->B
88,2015-01-08 11:45:00,82.0,31.0,0.0,0.0,0.0,B->A
89,2015-01-08 12:45:00,82.0,20.0,0.0,,0.0,A->B
90,2015-01-08 14:15:00,82.0,19.0,0.0,0.0,0.0,B->A
91,2015-01-08 15:15:00,82.0,25.0,0.0,0.0,0.0,A->B
92,2015-01-08 16:15:00,82.0,24.0,0.0,0.0,0.0,B->A
93,2015-01-08 17:45:00,82.0,50.0,0.0,0.0,0.0,A->B
94,2015-01-08 18:45:00,82.0,35.0,0.0,0.0,0.0,B->A
95,2015-01-08 19:45:00,82.0,23.0,0.0,0.0,0.0,A->B
96,2015-01-09 07:15:00,82.0,41.0,0.0,0.0,0.0,B->A
97,2015-01-09 08:15:00,82.0,24.0,0.0,0.0,0.0,A->B
98,2015-01-09 09:15:00,82.0,44.0,0.0,0.0,0.0,B->A
99,2015-01-09 10:45:00,82.0,24.0,999.0,0.0,0.0,A->B
100,2015-01-09 11:45:00,82.0,57.0,0.0,,0.0,B->A
101,2015-01-09 12:45:00,82.0,43.0,0.0,0.0,0.0,A->B
102,2015-01-09 14:15:00,82.0,75.0,0.0,0.0,0.0,B->A
103,2015-01-09 15:15:00,82.0,74.0,6.0,1.0,0.0,A->B
104,2015-01-09 16:15:00,82.0,74.0,0.0,0.0,0.0,B->A
105,2015-01-09 17:45:00,82.0,78.0,1.0,0.0,0.0,A->B
106,2015-01-09 18:45:00,82.0,51.0,0.0,0.0,0.0,B->A
107,2015-01-09 19:45:00,82.0,45.0,0.0,0.0,0.0,A->B
108,2015-01-10 07:15:00,82.0,41.0,0.0,0.0,0.0,B->A
109,2015-01-10 08:15:00,82.0,20.0,0.0,0.0,0.0,A->B
110,2015-01-10 09:15:00,82.0,59.0,0.0,0.0,0.0,B->A
111,2015-01-10 10:45:00,82.0,32.0,0.0,0.0,0.0,A->B
112,2015-01-10 11:45:00,82.0,24.0,0.0,0.0,0.0,B->A
113,2015-01-10 12:45:00,82.0,51.0,0.0,0.0,0.0,A->B
114,2015-01-10 14:15:00,82.0,29.0,0.0,0.0,0.0,B->A
115,2015-01-10 15:15:00,82.0,50.0,0.0,0.0,0.0,A->B
116,2015-01-10 16:15:00,82.0,30.0,0.0,0.0,0.0,B->A
117,2015-01-10 17:45:00,82.0,73.0,0.0,0.0,0.0,A->B
118,2015-01-10 18:45:00,82.0,29.0,0.0,0.0,0.0,B->A
119,2015-01-10 19:45:00,82.0,44.0,0.0,0.0,0.0,A->B
120,2015-01-11 08:15:00,82.0,23.0,0.0,0.0,0.0,B->A
121,2015-01-11 09:15:00,82.0,24.0,0.0,0.0,0.0,A->B
122,2015-01-11 10:15:00,63.0,22.0,0.0,0.0,0.0,B->A
123,2015-01-11 11:45:00,82.0,25.0,0.0,0.0,0.0,A->B
124,2015-01-11 12:45:00,82.0,42.0,0.0,0.0,0.0,B->A
125,2015-01-11 13:45:00,63.0,52.0,0.0,0.0,0.0,A->B
126,2015-01-11 15:15:00,82.0,41.0,0.0,0.0,0.0,B->A
127,2015-01-11 16:15:00,82.0,61.0,16.0,4.0,1.0,A->B
128,2015-01-11 17:15:00,63.0,58.0,0.0,1.0,2.0,B->A
129,2015-01-11 18:45:00,82.0,78.0,1.0,0.0,3.0,A->B
130,2015-01-11 19:45:00,82.0,77.0,1.0,2.0,2.0,B->A
131,2015-01-11 20:45:00,63.0,59.0,0.0,1.0,1.0,A->B
132,2015-01-12 07:15:00,63.0,43.0,0.0,0.0,0.0,B->A
133,2015-01-12 08:15:00,82.0,38.0,0.0,0.0,0.0,A->B
134,2015-01-12 09:15:00,82.0,44.0,0.0,0.0,0.0,B->A
135,2015-01-12 10:45:00,63.0,29.0,0.0,0.0,0.0,A->B
136,2015-01-12 11:45:00,82.0,34.0,0.0,0.0,0.0,B->A
137,2015-01-12 12:45:00,82.0,20.0,0.0,0.0,0.0,A->B
138,2015-01-12 14:15:00,63.0,31.0,0.0,0.0,0.0,B->A
139,2015-01-12 15:15:00,82.0,30.0,0.0,0.0,0.0,A->B
140,2015-01-12 16:15:00,82.0,28.0,0.0,0.0,0.0,B->A
141,2015-01-12 17:45:00,63.0,37.0,0.0,0.0,0.0,A->B
142,2015-01-12 18:45:00,82.0,25.0,0.0,0.0,0.0,B->A
143,2015-01-12 19:45:00,82.0,25.0,0.0,0.0,0.0,A->B
144,2015-01-13 07:15:00,63.0,32.0,0.0,0.0,0.0,B->A
145,2015-01-13 08:15:00,82.0,18.0,0.0,0.0,0.0,A->B
146,2015-01-13 09:15:00,82.0,32.0,0.0,0.0,0.0,B->A
147,2015-01-13 10:45:00,63.0,19.0,0.0,0.0,0.0,A->B
148,2015-01-13 11:45:00,82.0,21.0,0.0,0.0,0.0,B->A
149,2015-01-13 12:45:00,82.0,18.0,0.0,0.0,0.0,A->B
150,2015-01-13 14:15:00,63.0,24.0,0.0,0.0,0.0,B->A
151,2015-01-13 15:15:00,82.0,26.0,0.0,0.0,0.0,A->B
152,2015-01-13 16:15:00,82.0,28.0,0.0,0.0,0.0,B->A
153,2015-01-13 17:45:00,63.0,31.0,0.0,0.0,0.0,A->B
154,2015-01-13 18:45:00,82.0,26.0,0.0,0.0,0.0,B->A
155,2015-01-13 19:45:00,82.0,18.0,0.0,0.0,0.0,A->B
156,2015-01-14 07:15:00,82.0,32.0,0.0,0.0,0.0,B->A
157,2015-01-14 08:15:00,82.0,20.0,0.0,0.0,0.0,A->B
158,2015-01-14 09:15:00,82.0,32.0,0.0,0.0,0.0,B->A
159,2015-01-14 10:45:00,82.0,18.0,0.0,0.0,0.0,A->B
160,2015-01-14 11:45:00,82.0,34.0,0.0,0.0,0.0,B->A
161,2015-01-14 12:45:00,82.0,15.0,0.0,0.0,0.0,A->B
162,2015-01-14 14:15:00,63.0,20.0,0.0,0.0,0.0,B->A
163,2015-01-14 15:15:00,82.0,35.0,0.0,0.0,0.0,A->B
164,2015-01-14 16:15:00,82.0,26.0,0.0,0.0,0.0,B->A
165,2015-01-14 17:45:00,63.0,38.0,0.0,0.0,0.0,A->B
166,2015-01-14 18:45:00,82.0,24.0,0.0,0.0,0.0,B->A
167,2015-01-14 19:45:00,82.0,21.0,0.0,0.0,0.0,A->B
168,2015-01-15 07:15:00,82.0,40.0,0.0,0.0,0.0,B->A
169,2015-01-15 08:15:00,82.0,26.0,0.0,0.0,0.0,A->B
170,2015-01-15 09:15:00,82.0,45.0,0.0,0.0,0.0,B->A
171,2015-01-15 10:45:00,82.0,19.0,0.0,0.0,0.0,A->B
172,2015-01-15 11:45:00,82.0,25.0,0.0,0.0,0.0,B->A
173,2015-01-15 12:45:00,82.0,22.0,0.0,0.0,0.0,A->B
174,2015-01-15 14:15:00,82.0,29.0,0.0,0.0,0.0,B->A
175,2015-01-15 15:15:00,82.0,43.0,0.0,0.0,0.0,A->B
176,2015-01-15 16:15:00,82.0,43.0,0.0,0.0,0.0,B->A
177,2015-01-15 17:45:00,82.0,79.0,0.0,1.0,0.0,A->B
178,2015-01-15 18:45:00,82.0,38.0,0.0,0.0,0.0,B->A
179,2015-01-15 19:45:00,82.0,45.0,0.0,0.0,0.0,A->B
180,2015-01-16 07:15:00,82.0,59.0,0.0,0.0,0.0,B->A
181,2015-01-16 08:15:00,82.0,24.0,0.0,0.0,0.0,A->B
182,2015-01-16 09:15:00,82.0,47.0,0.0,0.0,0.0,B->A
183,2015-01-16 10:45:00,82.0,38.0,0.0,0.0,0.0,A->B
184,2015-01-16 11:45:00,82.0,58.0,0.0,0.0,0.0,B->A
185,2015-01-16 12:45:00,82.0,46.0,0.0,0.0,0.0,A->B
186,2015-01-16 14:15:00,82.0,48.0,26.0,2.0,0.0,B->A
187,2015-01-16 15:15:00,82.0,37.0,35.0,0.0,0.0,A->B
188,2015-01-16 16:15:00,82.0,52.0,21.0,7.0,2.0,B->A
189,2015-01-16 17:45:00,82.0,53.0,25.0,2.0,2.0,A->B
190,2015-01-16 18:45:00,82.0,22.0,34.0,0.0,0.0,B->A
191,2015-01-16 19:45:00,82.0,68.0,4.0,0.0,0.0,A->B
192,2015-01-17 07:15:00,82.0,45.0,20.0,0.0,0.0,B->A
193,2015-01-17 08:15:00,82.0,45.0,0.0,0.0,0.0,A->B
194,2015-01-17 09:15:00,82.0,46.0,28.0,8.0,0.0,B->A
195,2015-01-17 10:45:00,82.0,44.0,0.0,0.0,0.0,A->B
196,2015-01-17 11:45:00,82.0,50.0,0.0,0.0,0.0,B->A
197,2015-01-17 12:45:00,82.0,41.0,0.0,0.0,0.0,A->B
198,2015-01-17 14:15:00,82.0,40.0,0.0,0.0,0.0,B->A
199,2015-01-17 15:15:00,82.0,51.0,0.0,0.0,0.0,A->B
200,2015-01-17 16:15:00,82.0,43.0,0.0,0.0,0.0,B->A
201,2015-01-17 17:45:00,82.0,47.0,29.0,4.0,0.0,A->B
202,2015-01-17 18:45:00,82.0,40.0,0.0,0.0,0.0,B->A
203,2015-01-17 19:45:00,82.0,51.0,20.0,7.0,1.0,A->B
204,2015-01-18 08:15:00,82.0,24.0,0.0,0.0,0.0,B->A
205,2015-01-18 09:15:00,82.0,23.0,0.0,0.0,0.0,A->B
206,2015-01-18 10:15:00,82.0,33.0,0.0,0.0,0.0,B->A
207,2015-01-18 11:45:00,82.0,45.0,0.0,0.0,0.0,A->B
208,2015-01-18 12:45:00,82.0,34.0,0.0,0.0,0.0,B->A
209,2015-01-18 13:45:00,82.0,58.0,0.0,0.0,0.0,A->B
210,2015-01-18 15:15:00,82.0,63.0,9.0,0.0,0.0,B->A
211,2015-01-18 16:15:00,82.0,29.0,26.0,10.0,11.0,A->B
212,2015-01-18 17:15:00,82.0,53.0,15.0,11.0,3.0,B->A
213,2015-01-18 18:45:00,82.0,26.0,37.0,7.0,9.0,A->B
214,2015-01-18 19:45:00,82.0,53.0,18.0,10.0,2.0,B->A
215,2015-01-18 20:45:00,82.0,69.0,3.0,0.0,0.0,A->B
216,2015-01-19 07:15:00,82.0,54.0,0.0,0.0,0.0,B->A
217,2015-01-19 08:15:00,82.0,28.0,0.0,0.0,0.0,A->B
218,2015-01-19 09:15:00,82.0,44.0,0.0,0.0,0.0,B->A
219,2015-01-19 10:45:00,82.0,30.0,0.0,0.0,0.0,A->B
220,2015-01-19 11:45:00,82.0,32.0,0.0,0.0,0.0,B->A
221,2015-01-19 12:45:00,82.0,20.0,0.0,0.0,0.0,A->B
222,2015-01-19 14:15:00,82.0,26.0,0.0,0.0,0.0,B->A
223,2015-01-19 15:15:00,82.0,24.0,0.0,0.0,0.0,A->B
224,2015-01-19 16:15:00,82.0,28.0,0.0,0.0,0.0,B->A
225,2015-01-19 17:45:00,82.0,29.0,0.0,0.0,0.0,A->B
226,2015-01-19 18:45:00,82.0,29.0,0.0,0.0,0.0,B->A
227,2015-01-19 19:45:00,82.0,26.0,0.0,0.0,0.0,A->B
228,2015-01-20 07:15:00,82.0,50.0,0.0,0.0,0.0,B->A
229,2015-01-20 08:15:00,82.0,15.0,0.0,0.0,0.0,A->B
230,2015-01-20 09:15:00,82.0,43.0,0.0,0.0,0.0,B->A
231,2015-01-20 10:45:00,82.0,15.0,0.0,0.0,0.0,A->B
232,2015-01-20 11:45:00,82.0,30.0,0.0,0.0,0.0,B->A
233,2015-01-20 12:45:00,82.0,22.0,0.0,0.0,0.0,A->B
234,2015-01-20 14:15:00,82.0,12.0,0.0,0.0,0.0,B->A
235,2015-01-20 15:15:00,82.0,24.0,0.0,0.0,0.0,A->B
236,2015-01-20 16:15:00,82.0,14.0,0.0,0.0,0.0,B->A
237,2015-01-20 17:45:00,82.0,25.0,0.0,0.0,0.0,A->B
238,2015-01-20 18:45:00,82.0,23.0,0.0,0.0,0.0,B->A
239,2015-01-20 19:45:00,82.0,35.0,0.0,0.0,0.0,A->B
240,2015-01-21 07:15:00,82.0,34.0,0.0,0.0,0.0,B->A
241,2015-01-21 08:15:00,82.0,21.0,0.0,0.0,0.0,A->B
242,2015-01-21 09:15:00,82.0,34.0,0.0,0.0,0.0,B->A
243,2015-01-21 10:45:00,82.0,22.0,0.0,0.0,0.0,A->B
244,2015-01-21 11:45:00,82.0,16.0,0.0,0.0,0.0,B->A
245,2015-01-21 12:45:00,82.0,19.0,0.0,0.0,0.0,A->B
246,2015-01-21 14:15:00,82.0,19.0,0.0,0.0,0.0,B->A
247,2015-01-21 15:15:00,82.0,21.0,0.0,0.0,0.0,A->B
248,2015-01-21 16:15:00,82.0,24.0,0.0,0.0,0.0,B->A
249,2015-01-21 17:45:00,82.0,62.0,0.0,0.0,0.0,A->B
250,2015-01-21 18:45:00,82.0,25.0,0.0,0.0,0.0,B->A
251,2015-01-21 19:45:00,82.0,35.0,0.0,0.0,0.0,A->B
252,2015-01-22 07:15:00,82.0,36.0,0.0,0.0,0.0,B->A
253,2015-01-22 08:15:00,82.0,10.0,0.0,0.0,0.0,A->B
254,2015-01-22 09:15:00,82.0,40.0,0.0,0.0,0.0,B->A
255,2015-01-22 10:45:00,82.0,24.0,0.0,0.0,0.0,A->B
256,2015-01-22 11:45:00,82.0,26.0,0.0,0.0,0.0,B->A
257,2015-01-22 12:45:00,82.0,16.0,0.0,0.0,0.0,A->B
258,2015-01-22 14:15:00,82.0,25.0,0.0,0.0,0.0,B->A
259,2015-01-22 15:15:00,82.0,35.0,0.0,0.0,0.0,A->B
260,2015-01-22 16:15:00,82.0,37.0,0.0,0.0,0.0,B->A
261,2015-01-22 17:45:00,82.0,62.0,6.0,0.0,0.0,A->B
262,2015-01-22 18:45:00,82.0,25.0,0.0,0.0,0.0,B->A
263,2015-01-22 19:45:00,82.0,29.0,0.0,0.0,0.0,A->B
264,2015-01-23 07:15:00,82.0,43.0,0.0,0.0,0.0,B->A
265,2015-01-23 08:15:00,82.0,37.0,0.0,0.0,0.0,A->B
266,2015-01-23 09:15:00,82.0,65.0,7.0,0.0,0.0,B->A
267,2015-01-23 10:45:00,82.0,36.0,0.0,0.0,0.0,A->B
268,2015-01-23 11:45:00,82.0,58.0,9.0,0.0,0.0,B->A
269,2015-01-23 12:45:00,82.0,72.0,0.0,0.0,0.0,A->B
270,2015-01-23 14:15:00,82.0,13.0,42.0,12.0,0.0,B->A
271,2015-01-23 15:15:00,82.0,20.0,34.0,18.0,3.0,A->B
272,2015-01-23 16:15:00,82.0,10.0,54.0,4.0,0.0,B->A
273,2015-01-23 17:45:00,82.0,21.0,32.0,19.0,10.0,A->B
274,2015-01-23 18:45:00,82.0,12.0,40.0,6.0,0.0,B->A
275,2015-01-23 19:45:00,82.0,72.0,4.0,0.0,0.0,A->B
276,2015-01-24 07:15:00,82.0,16.0,38.0,8.0,0.0,B->A
277,2015-01-24 08:15:00,82.0,50.0,0.0,0.0,0.0,A->B
278,2015-01-24 09:15:00,82.0,14.0,41.0,14.0,0.0,B->A
279,2015-01-24 10:45:00,82.0,67.0,0.0,0.0,0.0,A->B
280,2015-01-24 11:45:00,82.0,75.0,1.0,0.0,0.0,B->A
281,2015-01-24 12:45:00,82.0,41.0,0.0,0.0,0.0,A->B
282,2015-01-24 14:15:00,82.0,53.0,0.0,0.0,0.0,B->A
283,2015-01-24 15:15:00,82.0,54.0,0.0,0.0,0.0,A->B
284,2015-01-24 16:15:00,82.0,41.0,0.0,0.0,0.0,B->A
285,2015-01-24 17:45:00,82.0,9.0,30.0,0.0,0.0,A->B
286,2015-01-24 18:45:00,82.0,42.0,0.0,0.0,0.0,B->A
287,2015-01-24 19:45:00,82.0,65.0,10.0,1.0,0.0,A->B
288,2015-01-25 08:15:00,82.0,21.0,0.0,0.0,0.0,B->A
289,2015-01-25 09:15:00,82.0,21.0,0.0,0.0,0.0,A->B
290,2015-01-25 10:15:00,82.0,28.0,0.0,0.0,0.0,B->A
291,2015-01-25 11:45:00,82.0,50.0,0.0,0.0,0.0,A->B
292,2015-01-25 12:45:00,82.0,31.0,0.0,0.0,0.0,B->A
293,2015-01-25 13:45:00,82.0,51.0,19.0,0.0,0.0,A->B
294,2015-01-25 15:15:00,82.0,56.0,0.0,0.0,0.0,B->A
295,2015-01-25 16:15:00,82.0,22.0,28.0,24.0,0.0,A->B
296,2015-01-25 17:15:00,82.0,41.0,23.0,12.0,0.0,B->A
297,2015-01-25 18:45:00,82.0,10.0,44.0,18.0,1.0,A->B
298,2015-01-25 19:45:00,82.0,45.0,16.0,13.0,4.0,B->A
299,2015-01-25 20:45:00,82.0,65.0,2.0,0.0,0.0,A->B
300,2015-01-26 07:15:00,82.0,58.0,0.0,0.0,0.0,B->A
301,2015-01-26 08:15:00,82.0,19.0,0.0,0.0,0.0,A->B
302,2015-01-26 09:15:00,82.0,54.0,0.0,0.0,0.0,B->A
303,2015-01-26 10:45:00,82.0,28.0,0.0,0.0,0.0,A->B
304,2015-01-26 11:45:00,82.0,30.0,0.0,0.0,0.0,B->A
305,2015-01-26 12:45:00,82.0,28.0,0.0,0.0,0.0,A->B
306,2015-01-26 14:15:00,82.0,34.0,0.0,0.0,0.0,B->A
307,2015-01-26 15:15:00,82.0,31.0,0.0,0.0,0.0,A->B
308,2015-01-26 16:15:00,82.0,19.0,0.0,0.0,0.0,B->A
309,2015-01-26 17:45:00,82.0,51.0,0.0,0.0,0.0,A->B
310,2015-01-26 18:45:00,82.0,28.0,0.0,0.0,0.0,B->A
311,2015-01-26 19:45:00,82.0,28.0,0.0,0.0,0.0,A->B
312,2015-01-27 07:15:00,82.0,41.0,0.0,0.0,0.0,B->A
313,2015-01-27 08:15:00,82.0,22.0,0.0,0.0,0.0,A->B
314,2015-01-27 09:15:00,82.0,37.0,0.0,0.0,0.0,B->A
315,2015-01-27 10:45:00,82.0,20.0,0.0,0.0,0.0,A->B
316,2015-01-27 11:45:00,82.0,22.0,0.0,0.0,0.0,B->A
317,2015-01-27 12:45:00,82.0,14.0,0.0,0.0,0.0,A->B
318,2015-01-27 14:15:00,82.0,25.0,0.0,0.0,0.0,B->A
319,2015-01-27 15:15:00,82.0,29.0,0.0,0.0,0.0,A->B
320,2015-01-27 16:15:00,82.0,30.0,0.0,0.0,0.0,B->A
321,2015-01-27 17:45:00,82.0,34.0,0.0,0.0,0.0,A->B
322,2015-01-27 18:45:00,82.0,31.0,0.0,0.0,0.0,B->A
323,2015-01-27 19:45:00,82.0,29.0,0.0,0.0,0.0,A->B
324,2015-01-28 07:15:00,82.0,34.0,0.0,0.0,0.0,B->A
325,2015-01-28 08:15:00,82.0,22.0,0.0,0.0,0.0,A->B
326,2015-01-28 09:15:00,82.0,38.0,0.0,0.0,0.0,B->A
327,2015-01-28 10:45:00,82.0,20.0,0.0,0.0,0.0,A->B
328,2015-01-28 11:45:00,82.0,28.0,0.0,0.0,0.0,B->A
329,2015-01-28 12:45:00,82.0,8.0,0.0,0.0,0.0,A->B
330,2015-01-28 14:15:00,82.0,38.0,0.0,0.0,0.0,B->A
331,2015-01-28 15:15:00,82.0,31.0,0.0,0.0,0.0,A->B
332,2015-01-28 16:15:00,82.0,14.0,0.0,0.0,0.0,B->A
333,2015-01-28 17:45:00,82.0,40.0,0.0,0.0,0.0,A->B
334,2015-01-28 18:45:00,82.0,22.0,0.0,0.0,0.0,B->A
335,2015-01-28 19:45:00,82.0,28.0,0.0,0.0,0.0,A->B
336,2015-01-29 07:15:00,82.0,64.0,2.0,0.0,0.0,B->A
337,2015-01-29 08:15:00,82.0,19.0,0.0,0.0,0.0,A->B
338,2015-01-29 09:15:00,82.0,53.0,0.0,0.0,0.0,B->A
339,2015-01-29 10:45:00,82.0,20.0,0.0,0.0,0.0,A->B
340,2015-01-29 11:45:00,82.0,31.0,0.0,0.0,0.0,B->A
341,2015-01-29 12:45:00,82.0,31.0,0.0,0.0,0.0,A->B
342,2015-01-29 14:15:00,63.0,29.0,0.0,0.0,0.0,B->A
343,2015-01-29 15:15:00,82.0,42.0,0.0,0.0,0.0,A->B
344,2015-01-29 16:15:00,82.0,37.0,0.0,0.0,0.0,B->A
345,2015-01-29 17:45:00,82.0,55.0,3.0,3.0,1.0,A->B
346,2015-01-29 18:45:00,82.0,40.0,0.0,0.0,0.0,B->A
347,2015-01-29 19:45:00,82.0,67.0,0.0,0.0,0.0,A->B
348,2015-01-30 07:15:00,82.0,48.0,0.0,0.0,0.0,B->A
349,2015-01-30 08:15:00,82.0,31.0,0.0,0.0,0.0,A->B
350,2015-01-30 09:15:00,82.0,50.0,21.0,0.0,0.0,B->A
351,2015-01-30 10:45:00,82.0,53.0,0.0,0.0,0.0,A->B
352,2015-01-30 11:45:00,82.0,53.0,8.0,14.0,8.0,B->A
353,2015-01-30 12:45:00,82.0,50.0,23.0,0.0,0.0,A->B
354,2015-01-30 14:15:00,82.0,32.0,22.0,14.0,7.0,B->A
355,2015-01-30 15:15:00,86.0,35.0,12.0,13.0,10.0,A->B
